acceptable,review_notes,delete_reason,skill_id,band,level,phase,question_id,question_type,target_word,prompt,sentence_with_blank,full_sentence,answer_choices,correct_answer,letter_tiles,correct_letter_sequence,image_path,audio_path,template_key,content_key,target_template_key,source,source_sheet,generator_notes,possible_problem_flags
Y,,,hfw_51_75,51-75,1,2,hfw_true_hfw_51_75_again_l1p2_02,multiple_choice,again,Read the sentence. Choose the word that fits.,"When the teacher pointed, sam read the page ___ before bed.","When the teacher pointed, sam read the page again before bed.",again | fly | find | an | again | fly | find | an | again | fly | find | an,again,,,/images/assessment/hfw/variants/hfw-51-75/again-l1p2-03.webp,,HFW_SENTENCE_CLOZE_L1P2_03,again::HFW_SENTENCE_CLOZE_L1P2_03::when the teacher pointed sam read the page ___ before bed::again::again|again|again|an|an|an|find|find|find|fly|fly|fly::/images/assessment/hfw/variants/hfw-51-75/again-l1p2-03.webp,again::HFW_SENTENCE_CLOZE_L1P2_03,hfw_true_variation_generator,HFW 51-75,sentence_frame=when the teacher pointed sam read the page ___ before bed,mechanical_sentence
Y,,,hfw_51_75,51-75,2,1,hfw_true_hfw_51_75_again_l2p1_01,hfw_sentence_spell,again,Listen to the sentence. Spell the word that fits.,"When the class lined up, sam read the page ___ before bed.","When the class lined up, sam read the page again before bed.",,again,a e z i w g n i n g a l,again,/images/assessment/hfw/variants/hfw-51-75/again-l2p1-02.webp,,HFW_SENTENCE_SPELL_L2P1_02,again::HFW_SENTENCE_SPELL_L2P1_02::when the class lined up sam read the page ___ before bed::again::/images/assessment/hfw/variants/hfw-51-75/again-l2p1-02.webp,again::HFW_SENTENCE_SPELL_L2P1_02,hfw_true_variation_generator,HFW 51-75,sentence_frame=when the class lined up sam read the page ___ before bed,mechanical_sentence
Y,,,hfw_51_75,51-75,2,2,hfw_true_hfw_51_75_again_l2p2_01,hfw_sentence_spell,again,Listen to the sentence. Spell the word that fits.,"When the lantern glowed, sam read the page ___ before bed.","When the lantern glowed, sam read the page again before bed.",,again,e g y w n n a k a u l i,again,/images/assessment/hfw/variants/hfw-51-75/again-l2p2-02.webp,,HFW_SENTENCE_SPELL_L2P2_02,again::HFW_SENTENCE_SPELL_L2P2_02::when the lantern glowed sam read the page ___ before bed::again::/images/assessment/hfw/variants/hfw-51-75/again-l2p2-02.webp,again::HFW_SENTENCE_SPELL_L2P2_02,hfw_true_variation_generator,HFW 51-75,sentence_frame=when the lantern glowed sam read the page ___ before bed,mechanical_sentence
Y,,,hfw_51_75,51-75,1,1,hfw_true_hfw_51_75_an_l1p1_01,multiple_choice,an,Choose the word that completes the sentence.,"When the page turned, i saw ___ owl in the tree.","When the page turned, i saw an owl in the tree.",find | an | every | fly | find | an | every | fly | find | an | every | fly,an,,,/images/assessment/hfw/variants/hfw-51-75/an-l1p1-02.webp,,HFW_SENTENCE_CLOZE_L1P1_03,an::HFW_SENTENCE_CLOZE_L1P1_03::when the page turned i saw ___ owl in the tree::an::an|an|an|every|every|every|find|find|find|fly|fly|fly::/images/assessment/hfw/variants/hfw-51-75/an-l1p1-02.webp,an::HFW_SENTENCE_CLOZE_L1P1_03,hfw_true_variation_generator,HFW 51-75,sentence_frame=when the page turned i saw ___ owl in the tree,mechanical_sentence
Y,,,hfw_51_75,51-75,1,1,hfw_true_hfw_51_75_an_l1p1_02,multiple_choice,an,Choose the word that completes the sentence.,I saw ___ ant on the leaf.,I saw an ant on the leaf.,an | every | fly | find | an | every | fly | find | an | every | fly | find,an,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s01.webp,,HFW_SENTENCE_CLOZE_L1P1_04,an::HFW_SENTENCE_CLOZE_L1P1_04::i saw ___ ant on the leaf::an::an|an|an|every|every|every|find|find|find|fly|fly|fly::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s01.webp,an::HFW_SENTENCE_CLOZE_L1P1_04,hfw_true_variation_generator,HFW 51-75,sentence_frame=i saw ___ ant on the leaf,
Y,,,hfw_51_75,51-75,1,1,hfw_true_hfw_51_75_an_l1p1_03,multiple_choice,an,Choose the word that completes the sentence.,She ate ___ apple after lunch.,She ate an apple after lunch.,every | fly | find | an | every | fly | find | an | every | fly | find | an,an,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s02.webp,,HFW_SENTENCE_CLOZE_L1P1_05,an::HFW_SENTENCE_CLOZE_L1P1_05::she ate ___ apple after lunch::an::an|an|an|every|every|every|find|find|find|fly|fly|fly::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s02.webp,an::HFW_SENTENCE_CLOZE_L1P1_05,hfw_true_variation_generator,HFW 51-75,sentence_frame=she ate ___ apple after lunch,
Y,,,hfw_51_75,51-75,1,1,hfw_true_hfw_51_75_an_l1p1_04,multiple_choice,an,Choose the word that completes the sentence.,___ owl sat in the tree.,an owl sat in the tree.,fly | find | an | every | fly | find | an | every | fly | find | an | every,an,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s03.webp,,HFW_SENTENCE_CLOZE_L1P1_06,an::HFW_SENTENCE_CLOZE_L1P1_06::___ owl sat in the tree::an::an|an|an|every|every|every|find|find|find|fly|fly|fly::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s03.webp,an::HFW_SENTENCE_CLOZE_L1P1_06,hfw_true_variation_generator,HFW 51-75,sentence_frame=___ owl sat in the tree,
Y,,,hfw_51_75,51-75,1,1,hfw_true_hfw_51_75_an_l1p1_05,multiple_choice,an,Choose the word that completes the sentence.,He drew ___ orange sun.,He drew an orange sun.,find | an | every | fly | find | an | every | fly | find | an | every | fly,an,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s04.webp,,HFW_SENTENCE_CLOZE_L1P1_07,an::HFW_SENTENCE_CLOZE_L1P1_07::he drew ___ orange sun::an::an|an|an|every|every|every|find|find|find|fly|fly|fly::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s04.webp,an::HFW_SENTENCE_CLOZE_L1P1_07,hfw_true_variation_generator,HFW 51-75,sentence_frame=he drew ___ orange sun,
Y,,,hfw_51_75,51-75,1,1,hfw_true_hfw_51_75_an_l1p1_06,multiple_choice,an,Choose the word that completes the sentence.,___ egg rolled off the plate.,an egg rolled off the plate.,an | every | fly | find | an | every | fly | find | an | every | fly | find,an,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s05.webp,,HFW_SENTENCE_CLOZE_L1P1_08,an::HFW_SENTENCE_CLOZE_L1P1_08::___ egg rolled off the plate::an::an|an|an|every|every|every|find|find|find|fly|fly|fly::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s05.webp,an::HFW_SENTENCE_CLOZE_L1P1_08,hfw_true_variation_generator,HFW 51-75,sentence_frame=___ egg rolled off the plate,
Y,,,hfw_51_75,51-75,1,2,hfw_true_hfw_51_75_an_l1p2_01,multiple_choice,an,Read the sentence. Choose the word that fits.,"When the ball bounced, i saw ___ owl in the tree.","When the ball bounced, i saw an owl in the tree.",an | could | every | fly | an | could | every | fly | an | could | every | fly,an,,,/images/assessment/hfw/variants/hfw-51-75/an-l1p2-02.webp,,HFW_SENTENCE_CLOZE_L1P2_03,an::HFW_SENTENCE_CLOZE_L1P2_03::when the ball bounced i saw ___ owl in the tree::an::an|an|an|could|could|could|every|every|every|fly|fly|fly::/images/assessment/hfw/variants/hfw-51-75/an-l1p2-02.webp,an::HFW_SENTENCE_CLOZE_L1P2_03,hfw_true_variation_generator,HFW 51-75,sentence_frame=when the ball bounced i saw ___ owl in the tree,mechanical_sentence
Y,,,hfw_51_75,51-75,1,2,hfw_true_hfw_51_75_an_l1p2_02,multiple_choice,an,Read the sentence. Choose the word that fits.,We found ___ acorn by the path.,We found an acorn by the path.,could | every | fly | an | could | every | fly | an | could | every | fly | an,an,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s06.webp,,HFW_SENTENCE_CLOZE_L1P2_04,an::HFW_SENTENCE_CLOZE_L1P2_04::we found ___ acorn by the path::an::an|an|an|could|could|could|every|every|every|fly|fly|fly::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s06.webp,an::HFW_SENTENCE_CLOZE_L1P2_04,hfw_true_variation_generator,HFW 51-75,sentence_frame=we found ___ acorn by the path,
Y,,,hfw_51_75,51-75,1,2,hfw_true_hfw_51_75_an_l1p2_03,multiple_choice,an,Read the sentence. Choose the word that fits.,___ elephant sprayed water.,an elephant sprayed water.,every | fly | an | could | every | fly | an | could | every | fly | an | could,an,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s07.webp,,HFW_SENTENCE_CLOZE_L1P2_05,an::HFW_SENTENCE_CLOZE_L1P2_05::___ elephant sprayed water::an::an|an|an|could|could|could|every|every|every|fly|fly|fly::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s07.webp,an::HFW_SENTENCE_CLOZE_L1P2_05,hfw_true_variation_generator,HFW 51-75,sentence_frame=___ elephant sprayed water,
Y,,,hfw_51_75,51-75,1,2,hfw_true_hfw_51_75_an_l1p2_04,multiple_choice,an,Read the sentence. Choose the word that fits.,There is ___ umbrella by the door.,There is an umbrella by the door.,fly | an | could | every | fly | an | could | every | fly | an | could | every,an,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s08.webp,,HFW_SENTENCE_CLOZE_L1P2_06,an::HFW_SENTENCE_CLOZE_L1P2_06::there is ___ umbrella by the door::an::an|an|an|could|could|could|every|every|every|fly|fly|fly::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s08.webp,an::HFW_SENTENCE_CLOZE_L1P2_06,hfw_true_variation_generator,HFW 51-75,sentence_frame=there is ___ umbrella by the door,
Y,,,hfw_51_75,51-75,1,2,hfw_true_hfw_51_75_an_l1p2_05,multiple_choice,an,Read the sentence. Choose the word that fits.,I heard ___ alarm ring.,I heard an alarm ring.,an | could | every | fly | an | could | every | fly | an | could | every | fly,an,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s09.webp,,HFW_SENTENCE_CLOZE_L1P2_07,an::HFW_SENTENCE_CLOZE_L1P2_07::i heard ___ alarm ring::an::an|an|an|could|could|could|every|every|every|fly|fly|fly::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s09.webp,an::HFW_SENTENCE_CLOZE_L1P2_07,hfw_true_variation_generator,HFW 51-75,sentence_frame=i heard ___ alarm ring,
Y,,,hfw_51_75,51-75,1,2,hfw_true_hfw_51_75_an_l1p2_06,multiple_choice,an,Read the sentence. Choose the word that fits.,___ old boat floated on the lake.,an old boat floated on the lake.,could | every | fly | an | could | every | fly | an | could | every | fly | an,an,,,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s10.webp,,HFW_SENTENCE_CLOZE_L1P2_08,an::HFW_SENTENCE_CLOZE_L1P2_08::___ old boat floated on the lake::an::an|an|an|could|could|could|every|every|every|fly|fly|fly::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s10.webp,an::HFW_SENTENCE_CLOZE_L1P2_08,hfw_true_variation_generator,HFW 51-75,sentence_frame=___ old boat floated on the lake,
Y,,,hfw_51_75,51-75,2,1,hfw_true_hfw_51_75_an_l2p1_01,hfw_sentence_spell,an,Listen to the sentence. Spell the word that fits.,"When the clock chimed, i saw ___ owl in the tree.","When the clock chimed, i saw an owl in the tree.",,an,r z x w f a i o g b n d,an,/images/assessment/hfw/variants/hfw-51-75/an-l2p1-02.webp,,HFW_SENTENCE_SPELL_L2P1_03,an::HFW_SENTENCE_SPELL_L2P1_03::when the clock chimed i saw ___ owl in the tree::an::/images/assessment/hfw/variants/hfw-51-75/an-l2p1-02.webp,an::HFW_SENTENCE_SPELL_L2P1_03,hfw_true_variation_generator,HFW 51-75,sentence_frame=when the clock chimed i saw ___ owl in the tree,mechanical_sentence
Y,,,hfw_51_75,51-75,2,1,hfw_true_hfw_51_75_an_l2p1_02,hfw_sentence_spell,an,Listen to the sentence. Spell the word that fits.,She picked ___ easy book.,She picked an easy book.,,an,l d e z y w a n i k g n,an,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s11.webp,,HFW_SENTENCE_SPELL_L2P1_04,an::HFW_SENTENCE_SPELL_L2P1_04::she picked ___ easy book::an::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s11.webp,an::HFW_SENTENCE_SPELL_L2P1_04,hfw_true_variation_generator,HFW 51-75,sentence_frame=she picked ___ easy book,
Y,,,hfw_51_75,51-75,2,1,hfw_true_hfw_51_75_an_l2p1_03,hfw_sentence_spell,an,Listen to the sentence. Spell the word that fits.,___ igloo is made of snow.,an igloo is made of snow.,,an,n u l t e p y a s n q k,an,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s12.webp,,HFW_SENTENCE_SPELL_L2P1_05,an::HFW_SENTENCE_SPELL_L2P1_05::___ igloo is made of snow::an::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s12.webp,an::HFW_SENTENCE_SPELL_L2P1_05,hfw_true_variation_generator,HFW 51-75,sentence_frame=___ igloo is made of snow,
Y,,,hfw_51_75,51-75,2,1,hfw_true_hfw_51_75_an_l2p1_04,hfw_sentence_spell,an,Listen to the sentence. Spell the word that fits.,He saw ___ insect on the rock.,He saw an insect on the rock.,,an,n c u a t v p a h s j q,an,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s13.webp,,HFW_SENTENCE_SPELL_L2P1_06,an::HFW_SENTENCE_SPELL_L2P1_06::he saw ___ insect on the rock::an::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s13.webp,an::HFW_SENTENCE_SPELL_L2P1_06,hfw_true_variation_generator,HFW 51-75,sentence_frame=he saw ___ insect on the rock,
Y,,,hfw_51_75,51-75,2,1,hfw_true_hfw_51_75_an_l2p1_05,hfw_sentence_spell,an,Listen to the sentence. Spell the word that fits.,___ artist painted a bird.,an artist painted a bird.,,an,j n m c o a b v a r h x,an,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s14.webp,,HFW_SENTENCE_SPELL_L2P1_07,an::HFW_SENTENCE_SPELL_L2P1_07::___ artist painted a bird::an::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s14.webp,an::HFW_SENTENCE_SPELL_L2P1_07,hfw_true_variation_generator,HFW 51-75,sentence_frame=___ artist painted a bird,
Y,,,hfw_51_75,51-75,2,1,hfw_true_hfw_51_75_an_l2p1_06,hfw_sentence_spell,an,Listen to the sentence. Spell the word that fits.,We need ___ extra chair.,We need an extra chair.,,an,z x n f m i o g b a d r,an,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s15.webp,,HFW_SENTENCE_SPELL_L2P1_08,an::HFW_SENTENCE_SPELL_L2P1_08::we need ___ extra chair::an::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s15.webp,an::HFW_SENTENCE_SPELL_L2P1_08,hfw_true_variation_generator,HFW 51-75,sentence_frame=we need ___ extra chair,
Y,,,hfw_51_75,51-75,2,2,hfw_true_hfw_51_75_an_l2p2_01,hfw_sentence_spell,an,Listen to the sentence. Spell the word that fits.,"When the paint dried, i saw ___ owl in the tree.","When the paint dried, i saw an owl in the tree.",,an,z a w f n i n g b l d e,an,/images/assessment/hfw/variants/hfw-51-75/an-l2p2-02.webp,,HFW_SENTENCE_SPELL_L2P2_03,an::HFW_SENTENCE_SPELL_L2P2_03::when the paint dried i saw ___ owl in the tree::an::/images/assessment/hfw/variants/hfw-51-75/an-l2p2-02.webp,an::HFW_SENTENCE_SPELL_L2P2_03,hfw_true_variation_generator,HFW 51-75,sentence_frame=when the paint dried i saw ___ owl in the tree,mechanical_sentence
Y,,,hfw_51_75,51-75,2,2,hfw_true_hfw_51_75_an_l2p2_02,hfw_sentence_spell,an,Listen to the sentence. Spell the word that fits.,___ otter swam in the river.,an otter swam in the river.,,an,t e a y w s n n k g u l,an,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s16.webp,,HFW_SENTENCE_SPELL_L2P2_04,an::HFW_SENTENCE_SPELL_L2P2_04::___ otter swam in the river::an::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s16.webp,an::HFW_SENTENCE_SPELL_L2P2_04,hfw_true_variation_generator,HFW 51-75,sentence_frame=___ otter swam in the river,
Y,,,hfw_51_75,51-75,2,2,hfw_true_hfw_51_75_an_l2p2_03,hfw_sentence_spell,an,Listen to the sentence. Spell the word that fits.,I found ___ empty box.,I found an empty box.,,an,a t a p y h s n q k c u,an,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s17.webp,,HFW_SENTENCE_SPELL_L2P2_05,an::HFW_SENTENCE_SPELL_L2P2_05::i found ___ empty box::an::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s17.webp,an::HFW_SENTENCE_SPELL_L2P2_05,hfw_true_variation_generator,HFW 51-75,sentence_frame=i found ___ empty box,
Y,,,hfw_51_75,51-75,2,2,hfw_true_hfw_51_75_an_l2p2_04,hfw_sentence_spell,an,Listen to the sentence. Spell the word that fits.,___ airplane flew over us.,an airplane flew over us.,,an,c o a a v p r h n j q m,an,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s18.webp,,HFW_SENTENCE_SPELL_L2P2_06,an::HFW_SENTENCE_SPELL_L2P2_06::___ airplane flew over us::an::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s18.webp,an::HFW_SENTENCE_SPELL_L2P2_06,hfw_true_variation_generator,HFW 51-75,sentence_frame=___ airplane flew over us,
Y,,,hfw_51_75,51-75,2,2,hfw_true_hfw_51_75_an_l2p2_05,hfw_sentence_spell,an,Listen to the sentence. Spell the word that fits.,She wore ___ apron to cook.,She wore an apron to cook.,,an,f m i o a b v d r n x j,an,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s19.webp,,HFW_SENTENCE_SPELL_L2P2_07,an::HFW_SENTENCE_SPELL_L2P2_07::she wore ___ apron to cook::an::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s19.webp,an::HFW_SENTENCE_SPELL_L2P2_07,hfw_true_variation_generator,HFW 51-75,sentence_frame=she wore ___ apron to cook,
Y,,,hfw_51_75,51-75,2,2,hfw_true_hfw_51_75_an_l2p2_06,hfw_sentence_spell,an,Listen to the sentence. Spell the word that fits.,___ idea popped into my head.,an idea popped into my head.,,an,w f n i a g b l d n z x,an,/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s20.webp,,HFW_SENTENCE_SPELL_L2P2_08,an::HFW_SENTENCE_SPELL_L2P2_08::___ idea popped into my head::an::/images/assessment/hfw/variants/replacement-2026-06-05/hfw_51_75/hfw_workbook_hfw_51_75_an_s20.webp,an::HFW_SENTENCE_SPELL_L2P2_08,hfw_true_variation_generator,HFW 51-75,sentence_frame=___ idea popped into my head,
Y,,,hfw_51_75,51-75,1,1,hfw_true_hfw_51_75_any_l1p1_01,multiple_choice,any,Choose the word that completes the sentence.,"When the teacher pointed, do you see ___ crayons on the table?","When the teacher pointed, do you see any crayons on the table?",any | here | before | into | any | here | before | into | any | here | before | into,any,,,/images/assessment/hfw/variants/hfw-51-75/any-l1p1-02.webp,,HFW_SENTENCE_CLOZE_L1P1_04,any::HFW_SENTENCE_CLOZE_L1P1_04::when the teacher pointed do you see ___ crayons on the table::any::any|any|any|before|before|before|here|here|here|into|into|into::/images/assessment/hfw/variants/hfw-51-75/any-l1p1-02.webp,any::HFW_SENTENCE_CLOZE_L1P1_04,hfw_true_variation_generator,HFW 51-75,sentence_frame=when the teacher pointed do you see ___ crayons on the table,mechanical_sentence
