word,missing_image,missing_audio,imageability,decodability_band,primary_section,meaning_clue,suggested_image_path,suggested_audio_path,image_prompt,audio_prompt,notes
neat,TRUE,FALSE,Medium,Grade 1-2,Long e vowel teams ee / ea / ey / ie,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/neat.webp,,"Child-friendly early-reader illustration for ""neat"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
need,TRUE,FALSE,Medium,Grade 1-2,Long e vowel teams ee / ea / ey / ie,action word; use in a simple sentence or picture prompt,/media/vocabulary/images/need.webp,,"Child-friendly early-reader illustration for ""need"". Classroom meaning clue: action word; use in a simple sentence or picture prompt. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
needed,TRUE,FALSE,Medium-Low,,Inflections - ed / er / est,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/needed.webp,,"Child-friendly early-reader illustration for ""needed"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling.
neighbor,TRUE,TRUE,Medium-Low,,Long a vowel teams ai / ay / eigh,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/neighbor.webp,/media/vocabulary/audio/neighbor.mp3,"Child-friendly early-reader illustration for ""neighbor"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""neighbor"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting. Useful for vowel-team decoding/spelling.
never,TRUE,FALSE,Low,,High-frequency regular and partly decodable K-3 words,common high-frequency word for reading fluency,/media/vocabulary/images/never.webp,,"Child-friendly early-reader illustration for ""never"". Classroom meaning clue: common high-frequency word for reading fluency. Because this is abstract or function-word-like, use a simple situational context that suggests meaning without written words. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete. Useful for r-controlled vowel sorting.
nice,TRUE,FALSE,Medium,K-Grade 3 vocabulary,Common adjectives and describing words K-3,describing word; tells what something is like,/media/vocabulary/images/nice.webp,,"Child-friendly early-reader illustration for ""nice"". Classroom meaning clue: describing word; tells what something is like. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
nine,TRUE,FALSE,Medium,Grade 1-2,CVCe long e / i / o / u,number 9,/media/vocabulary/images/nine.webp,,"Child-friendly early-reader illustration for ""nine"". Classroom meaning clue: number 9. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Good for early blending and initial/final sound tasks.
no,TRUE,FALSE,Low,K-Grade 1,VC / CV / very early words,grammar/function word used to build sentences,/media/vocabulary/images/no.webp,,"Child-friendly early-reader illustration for ""no"". Classroom meaning clue: grammar/function word used to build sentences. Because this is abstract or function-word-like, use a simple situational context that suggests meaning without written words. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete.
nod,TRUE,TRUE,Medium,K-Grade 1,Short o CVC,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/nod.webp,/media/vocabulary/audio/nod.mp3,"Child-friendly early-reader illustration for ""nod"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""nod"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Good for early blending and initial/final sound tasks.
noise,TRUE,FALSE,Medium,,Diphthongs oi / oy,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/noise.webp,,"Child-friendly early-reader illustration for ""noise"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for vowel-team decoding/spelling. Useful for advanced vowel sound work.
north,TRUE,FALSE,Medium,,R-controlled or / ore / oar / our,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/north.webp,,"Child-friendly early-reader illustration for ""north"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.",,Useful for r-controlled vowel sorting.
oar,TRUE,TRUE,Medium,Grade 1-2,R-controlled or / ore / oar / our,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/oar.webp,/media/vocabulary/audio/oar.mp3,"Child-friendly early-reader illustration for ""oar"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""oar"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for r-controlled vowel sorting. Useful for vowel-team decoding/spelling.
odd,TRUE,TRUE,Medium,K-Grade 1,Short o CVC,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/odd.webp,/media/vocabulary/audio/odd.mp3,"Child-friendly early-reader illustration for ""odd"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""odd"" once, natural pronunciation, no extra phrase, no music, no sound effects.",3
off,TRUE,FALSE,Low,,Common function / grammar words K-3,grammar/function word used to build sentences,/media/vocabulary/images/off.webp,,"Child-friendly early-reader illustration for ""off"". Classroom meaning clue: grammar/function word used to build sentences. Because this is abstract or function-word-like, use a simple situational context that suggests meaning without written words. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete.
oil,TRUE,TRUE,Medium,Grade 1-2,Diphthongs oi / oy,common decodable word; check picture/context for exact meaning,/media/vocabulary/images/oil.webp,/media/vocabulary/audio/oil.mp3,"Child-friendly early-reader illustration for ""oil"". Classroom meaning clue: common decodable word; check picture/context for exact meaning. Make the word visually clear as a simple object, action, attribute, or scene. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""oil"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Useful for vowel-team decoding/spelling. Useful for advanced vowel sound work.
or,TRUE,FALSE,Low,K-Grade 1,VC / CV / very early words,grammar/function word used to build sentences,/media/vocabulary/images/or.webp,,"Child-friendly early-reader illustration for ""or"". Classroom meaning clue: grammar/function word used to build sentences. Because this is abstract or function-word-like, use a simple situational context that suggests meaning without written words. No text, letters, labels, watermark, or unsafe content.",,Do not use as image-only target unless meaning is concrete. Useful for r-controlled vowel sorting.
ours,TRUE,TRUE,Low,,Common function / grammar words K-3,grammar/function word used to build sentences,/media/vocabulary/images/ours.webp,/media/vocabulary/audio/ours.mp3,"Child-friendly early-reader illustration for ""ours"". Classroom meaning clue: grammar/function word used to build sentences. Because this is abstract or function-word-like, use a simple situational context that suggests meaning without written words. No text, letters, labels, watermark, or unsafe content.","Record clean child-friendly audio saying only the word ""ours"" once, natural pronunciation, no extra phrase, no music, no sound effects.",Do not use as image-only target unless meaning is concrete. Useful for r-controlled vowel sorting. Useful for vowel-team decoding/spelling. Useful for advanced vowel sound work.
