acceptable,issue_type,severity,replacement_needed,reviewer_notes,image_id,path,target_word,skill_id,area,contact_sheet,contact_sheet_position,current_qa_status,suggested_kimi_replacement_prompt
Y,,,N,,img_000551,/guided-reading/pages/gr-b-10-page-5.png,gr b 10 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,70,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 10 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-10-page-5.png"
Y,,,N,,img_000552,/guided-reading/pages/gr-b-10-page-6.png,gr b 10 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,71,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 10 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-10-page-6.png"
Y,,,N,,img_000553,/guided-reading/pages/gr-b-31-page-1.png,gr b 31 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,72,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 31 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-31-page-1.png"
Y,,,N,,img_000554,/guided-reading/pages/gr-b-31-page-2.png,gr b 31 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,73,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 31 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-31-page-2.png"
Y,,,N,,img_000555,/guided-reading/pages/gr-b-31-page-3.png,gr b 31 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,74,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 31 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-31-page-3.png"
Y,,,N,,img_000556,/guided-reading/pages/gr-b-31-page-4.png,gr b 31 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,75,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 31 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-31-page-4.png"
Y,,,N,,img_000557,/guided-reading/pages/gr-b-31-page-5.png,gr b 31 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,76,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 31 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-31-page-5.png"
Y,,,N,,img_000558,/guided-reading/pages/gr-b-31-page-6.png,gr b 31 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,77,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 31 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-31-page-6.png"
Y,,,N,,img_000559,/guided-reading/pages/gr-b-32-page-1.png,gr b 32 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,78,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 32 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-32-page-1.png"
Y,,,N,,img_000560,/guided-reading/pages/gr-b-32-page-2.png,gr b 32 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,79,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 32 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-32-page-2.png"
Y,,,N,,img_000561,/guided-reading/pages/gr-b-32-page-3.png,gr b 32 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-007.html,80,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 32 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-32-page-3.png"
Y,,,N,,img_000562,/guided-reading/pages/gr-b-32-page-4.png,gr b 32 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-008.html,1,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 32 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-32-page-4.png"
Y,,,N,,img_000563,/guided-reading/pages/gr-b-32-page-5.png,gr b 32 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-008.html,2,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 32 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-32-page-5.png"
Y,,,N,,img_000564,/guided-reading/pages/gr-b-32-page-6.png,gr b 32 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-008.html,3,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 32 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-32-page-6.png"
Y,,,N,,img_000565,/guided-reading/pages/gr-b-33-page-1.png,gr b 33 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-008.html,4,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 33 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-33-page-1.png"
Y,,,N,,img_000566,/guided-reading/pages/gr-b-33-page-2.png,gr b 33 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-008.html,5,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 33 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-33-page-2.png"
Y,,,N,,img_000567,/guided-reading/pages/gr-b-33-page-3.png,gr b 33 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-008.html,6,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 33 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-33-page-3.png"
Y,,,N,,img_000568,/guided-reading/pages/gr-b-33-page-4.png,gr b 33 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-008.html,7,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 33 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-33-page-4.png"
Y,,,N,,img_000569,/guided-reading/pages/gr-b-33-page-5.png,gr b 33 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-008.html,8,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 33 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-33-page-5.png"
Y,,,N,,img_000570,/guided-reading/pages/gr-b-33-page-6.png,gr b 33 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-008.html,9,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 33 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-33-page-6.png"
Y,,,N,,img_000571,/guided-reading/pages/gr-b-34-page-1.png,gr b 34 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-008.html,10,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 34 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-34-page-1.png"
Y,,,N,,img_000572,/guided-reading/pages/gr-b-34-page-2.png,gr b 34 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-008.html,11,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 34 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-34-page-2.png"
Y,,,N,,img_000573,/guided-reading/pages/gr-b-34-page-3.png,gr b 34 page,,guided_reading,docs/image-qa/contact-sheets/guided-reading-covers-pages-008.html,12,unreviewed,"Create a clean guided reading page/cover style continuity replacement for gr b 34 page. No watermark, no embedded text, no fake letters/numbers, no logos, no photorealism unless explicitly requested. No extra limbs/fingers, no disconnected body parts, no malformed animals, no distorted faces, no clutter. Original path: /guided-reading/pages/gr-b-34-page-3.png"
